time_betw_scan_hours,CA,YM,Class,cluster normalized - 4 clusters,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
758.000,3.000,7.000,1.000,2.000,0.292,0.617,0.821,0.861,0.145,0.101,0.769,0.371,0.576,0.541
70.000,3.000,6.000,1.000,2.000,0.255,0.505,0.828,0.888,0.344,0.025,0.812,0.378,0.803,0.595
10030.000,3.000,7.000,1.000,2.000,0.278,0.729,0.848,0.881,0.108,0.172,0.763,0.496,0.818,0.595
245.000,2.494,7.000,1.000,2.000,0.255,0.523,0.735,0.812,0.219,0.212,0.819,0.197,0.902,0.635
1989.000,3.000,7.000,1.000,2.000,0.259,0.645,0.755,0.834,0.117,0.222,0.829,0.337,0.932,0.730
5766.000,3.000,6.000,1.000,2.000,0.274,0.430,0.816,0.853,0.302,0.066,0.760,0.601,0.886,0.662
1155.000,3.000,6.000,1.000,2.000,0.241,0.364,0.784,0.849,0.433,0.071,0.810,0.269,0.939,0.716
1539.000,2.678,7.000,1.000,2.000,0.222,0.364,0.813,0.849,0.318,0.106,0.759,0.585,0.894,0.635
1354.000,2.572,6.000,1.000,2.000,0.250,0.486,0.822,0.882,0.302,0.081,0.810,0.239,0.932,0.676
2010.000,3.000,6.000,1.000,2.000,0.269,0.486,0.787,0.856,0.278,0.061,0.818,0.672,0.841,0.608
1132.000,3.000,6.000,1.000,2.000,0.259,0.579,0.824,0.874,0.149,0.136,0.791,0.594,0.538,0.595
2520.000,3.000,6.000,1.000,2.000,0.269,0.449,0.862,0.874,0.291,0.086,0.723,0.296,0.765,0.554
217.000,3.000,6.000,1.000,0.000,0.311,0.308,0.656,0.591,0.395,0.278,0.505,0.819,0.477,0.365
58.000,3.000,7.000,1.000,2.000,0.269,0.523,0.823,0.869,0.205,0.212,0.781,0.465,0.826,0.608
51.000,3.000,6.000,1.000,2.000,0.283,0.467,0.793,0.808,0.196,0.177,0.711,0.467,0.470,0.581
1924.000,3.000,6.769,1.000,2.000,0.259,0.393,0.845,0.879,0.150,0.106,0.764,0.410,0.818,0.500
644.000,2.609,6.000,1.000,3.000,0.278,0.308,0.841,0.811,0.519,0.051,0.631,0.520,0.909,0.649
433.000,2.000,7.000,1.000,2.000,0.264,0.449,0.772,0.756,0.291,0.192,0.639,0.481,0.848,0.622
1918.000,3.000,7.000,1.000,1.000,0.250,0.486,0.619,0.582,0.400,0.192,0.550,0.670,0.864,0.554
112.000,3.000,7.000,1.000,2.000,0.245,0.411,0.748,0.805,0.275,0.217,0.784,0.597,0.879,0.676
1803.000,3.000,6.000,1.000,2.000,0.297,0.514,0.825,0.869,0.273,0.056,0.778,0.458,0.788,0.649
314.000,3.000,6.000,1.000,0.000,0.264,0.458,0.685,0.641,0.314,0.187,0.557,0.592,0.561,0.351
1256.000,2.000,6.000,1.000,2.000,0.311,0.505,0.814,0.841,0.200,0.096,0.741,0.761,0.856,0.703
1110.000,3.000,7.000,1.000,0.000,0.344,0.346,0.633,0.655,0.437,0.227,0.677,0.683,0.629,0.541
1436.000,3.000,6.000,1.000,2.000,0.226,0.477,0.817,0.873,0.165,0.101,0.800,0.770,0.682,0.595
1172.000,3.000,6.000,1.000,3.000,0.264,0.327,0.735,0.637,0.610,0.177,0.459,0.616,0.432,0.514
1545.000,2.588,6.000,1.000,2.000,0.226,0.561,0.837,0.888,0.097,0.076,0.796,0.540,0.811,0.622
844.000,3.000,7.000,1.000,2.000,0.307,0.430,0.806,0.873,0.190,0.182,0.821,0.606,0.902,0.703
5619.000,2.000,7.000,1.000,1.000,0.325,0.262,0.641,0.622,0.319,0.283,0.594,0.573,0.886,0.662
1771.000,3.000,6.000,1.000,2.000,0.302,0.458,0.833,0.868,0.241,0.162,0.762,0.265,0.909,0.649
2774.000,3.000,6.000,1.000,2.000,0.292,0.364,0.774,0.801,0.294,0.040,0.729,0.457,0.705,0.554
1236.000,3.000,7.000,1.000,0.000,0.274,0.421,0.758,0.782,0.174,0.187,0.719,0.797,0.530,0.635
2939.000,2.000,6.000,1.000,2.000,0.259,0.439,0.806,0.869,0.285,0.081,0.811,0.433,0.765,0.649
97.000,3.000,6.000,1.000,2.000,0.250,0.570,0.828,0.878,0.288,0.035,0.792,0.583,0.886,0.635
1772.000,2.586,6.000,1.000,2.000,0.259,0.542,0.766,0.810,0.296,0.247,0.763,0.449,0.947,0.649
839.000,3.000,7.000,1.000,2.000,0.241,0.523,0.808,0.869,0.185,0.076,0.808,0.713,0.795,0.595
416.000,2.000,6.000,1.000,2.000,0.264,0.393,0.845,0.883,0.436,0.045,0.773,0.511,0.750,0.662
139.000,3.000,6.000,1.000,1.000,0.255,0.439,0.581,0.571,0.500,0.283,0.595,0.748,0.689,0.622
1331.000,3.000,6.000,1.000,2.000,0.269,0.355,0.736,0.732,0.269,0.086,0.653,0.624,0.621,0.554
3269.000,2.000,6.000,1.000,2.000,0.226,0.542,0.764,0.851,0.299,0.126,0.848,0.205,0.841,0.622
2075.000,3.000,7.000,1.000,2.000,0.259,0.458,0.845,0.876,0.192,0.162,0.758,0.499,0.909,0.581
6830.000,2.681,6.000,1.000,2.000,0.203,0.467,0.839,0.830,0.179,0.121,0.675,0.712,0.788,0.486
1609.000,2.725,6.000,1.000,2.000,0.274,0.421,0.753,0.769,0.357,0.101,0.700,0.114,0.811,0.608
2884.000,3.000,5.756,1.000,2.000,0.259,0.449,0.846,0.883,0.213,0.051,0.771,0.650,0.955,0.743
1150.000,3.000,6.000,1.000,2.000,0.231,0.383,0.827,0.817,0.386,0.096,0.668,0.605,0.545,0.459
4643.000,2.511,6.000,1.000,1.000,0.288,0.271,0.600,0.534,0.403,0.247,0.485,0.688,0.811,0.662
1225.000,2.773,6.000,1.000,2.000,0.231,0.439,0.764,0.794,0.362,0.076,0.731,0.720,0.826,0.500
1468.000,3.000,6.000,1.000,2.000,0.274,0.393,0.820,0.887,0.350,0.111,0.823,0.405,0.856,0.649
3445.000,3.000,6.000,1.000,2.000,0.255,0.402,0.814,0.860,0.304,0.045,0.779,0.361,0.780,0.568
1478.000,3.000,7.000,1.000,2.000,0.316,0.570,0.804,0.851,0.223,0.071,0.779,0.462,0.682,0.568
7626.000,2.577,6.000,1.000,2.000,0.264,0.430,0.775,0.829,0.216,0.086,0.784,0.475,0.886,0.622
1325.000,3.000,7.000,1.000,2.000,0.226,0.542,0.774,0.831,0.151,0.162,0.792,0.597,0.439,0.392
2978.000,3.000,6.000,1.000,2.000,0.241,0.467,0.799,0.845,0.291,0.116,0.774,0.687,0.773,0.527
3045.000,3.000,6.000,1.000,2.000,0.274,0.477,0.833,0.885,0.234,0.111,0.796,0.322,0.652,0.662
1244.000,3.000,6.000,1.000,2.000,0.278,0.505,0.837,0.875,0.356,0.056,0.770,0.576,0.811,0.514
1088.000,2.795,6.000,1.000,2.000,0.259,0.430,0.808,0.844,0.384,0.152,0.757,0.497,0.697,0.608
1628.000,3.000,5.000,1.000,2.000,0.212,0.402,0.738,0.731,0.355,0.141,0.648,0.594,0.697,0.622
2742.000,3.000,6.000,1.000,2.000,0.264,0.439,0.785,0.844,0.168,0.076,0.799,0.666,0.742,0.635
1550.000,3.000,6.000,1.000,2.000,0.255,0.542,0.810,0.843,0.162,0.056,0.750,0.402,0.735,0.662
1688.000,3.000,5.000,1.000,2.000,0.264,0.439,0.839,0.893,0.248,0.086,0.802,0.922,0.735,0.514
864.000,2.000,6.000,1.000,2.000,0.269,0.364,0.770,0.805,0.288,0.081,0.745,0.467,0.917,0.689
1450.000,3.000,6.000,1.000,2.000,0.278,0.393,0.818,0.883,0.339,0.030,0.818,0.344,0.735,0.500
1765.000,3.000,6.000,1.000,2.000,0.226,0.318,0.823,0.886,0.197,0.101,0.817,0.245,0.788,0.635
1153.000,2.000,7.000,1.000,2.000,0.255,0.467,0.822,0.890,0.115,0.237,0.828,0.225,0.924,0.676
1504.000,3.000,7.000,1.000,2.000,0.259,0.439,0.827,0.866,0.316,0.096,0.769,0.580,0.902,0.635
2493.000,3.000,7.000,1.000,2.000,0.208,0.729,0.828,0.864,0.169,0.207,0.764,0.392,0.682,0.459
1538.000,3.000,6.000,1.000,2.000,0.283,0.523,0.824,0.875,0.326,0.045,0.793,0.616,0.780,0.581
9721.000,2.573,6.000,1.000,2.000,0.278,0.439,0.814,0.826,0.316,0.071,0.709,0.181,0.795,0.554
3102.000,2.000,6.000,1.000,2.000,0.198,0.561,0.781,0.781,0.205,0.202,0.675,0.532,0.576,0.500
1780.000,2.550,7.000,1.000,2.000,0.283,0.467,0.797,0.830,0.195,0.096,0.749,0.370,0.561,0.378
140.000,3.000,6.000,1.000,2.000,0.278,0.523,0.831,0.851,0.182,0.071,0.730,0.709,0.773,0.541
1253.000,3.000,7.000,1.000,2.000,0.307,0.561,0.806,0.836,0.219,0.086,0.745,0.568,0.932,0.676
1406.000,3.000,6.000,1.000,2.000,0.274,0.430,0.873,0.895,0.311,0.045,0.747,0.380,0.841,0.635
1042.000,2.603,6.000,1.000,2.000,0.259,0.505,0.850,0.877,0.286,0.071,0.751,0.324,0.803,0.568
1258.000,3.000,6.000,1.000,2.000,0.278,0.411,0.793,0.748,0.369,0.096,0.587,0.412,0.636,0.500
5698.000,2.440,6.000,1.000,2.000,0.245,0.523,0.799,0.827,0.173,0.157,0.738,0.728,0.826,0.554
2277.000,3.000,5.000,1.000,2.000,0.278,0.411,0.829,0.739,0.344,0.056,0.506,0.537,0.818,0.635
5370.000,3.000,6.484,1.000,2.000,0.255,0.439,0.780,0.810,0.306,0.116,0.737,0.355,0.561,0.622
1760.000,3.000,6.000,1.000,2.000,0.278,0.402,0.880,0.886,0.290,0.066,0.716,0.568,0.689,0.486
3291.000,3.000,6.000,1.000,3.000,0.274,0.523,0.876,0.910,0.544,0.045,0.773,0.674,0.712,0.581
2867.000,2.000,7.000,1.000,2.000,0.255,0.383,0.772,0.796,0.246,0.131,0.723,0.771,0.644,0.473
1591.000,3.000,6.000,1.000,2.000,0.274,0.411,0.840,0.865,0.348,0.020,0.744,0.318,0.689,0.649
1938.000,2.000,5.000,1.000,3.000,0.330,0.299,0.813,0.829,0.472,0.061,0.716,0.239,0.712,0.554
1532.000,2.000,7.000,1.000,2.000,0.208,0.430,0.843,0.860,0.281,0.141,0.727,0.498,0.803,0.649
14494.000,2.507,6.000,1.000,2.000,0.292,0.449,0.754,0.793,0.130,0.182,0.748,0.491,0.765,0.473
6241.000,3.000,6.000,1.000,2.000,0.269,0.458,0.770,0.731,0.305,0.076,0.593,0.481,0.826,0.500
3959.000,3.000,6.000,1.000,2.000,0.311,0.411,0.893,0.923,0.387,0.106,0.770,0.588,0.735,0.635
4512.000,3.000,6.000,1.000,2.000,0.307,0.402,0.831,0.888,0.322,0.030,0.808,0.528,0.924,0.676
58.000,3.000,7.000,1.000,2.000,0.231,0.477,0.792,0.835,0.139,0.121,0.766,0.167,0.788,0.527
4521.000,3.000,6.000,1.000,2.000,0.212,0.393,0.808,0.804,0.197,0.157,0.675,0.781,0.902,0.676
1140.000,3.000,6.000,1.000,2.000,0.259,0.439,0.809,0.858,0.381,0.005,0.784,0.674,0.826,0.581
3324.000,3.000,6.177,1.000,2.000,0.269,0.514,0.812,0.888,0.454,0.051,0.839,0.364,0.902,0.635
1428.000,2.740,6.000,1.000,2.000,0.269,0.439,0.833,0.859,0.223,0.096,0.744,0.431,0.864,0.662
506.000,2.000,6.000,1.000,3.000,0.259,0.280,0.772,0.729,0.388,0.106,0.584,0.400,0.833,0.649
17287.000,3.000,5.819,1.000,3.000,0.269,0.299,0.754,0.814,0.602,0.076,0.792,0.530,0.636,0.500
8081.000,3.000,7.000,1.000,2.000,0.288,0.486,0.834,0.883,0.280,0.066,0.792,0.405,0.848,0.649
3417.000,2.000,5.000,1.000,2.000,0.274,0.402,0.872,0.871,0.457,0.030,0.700,0.650,0.750,0.622
1367.000,3.000,6.000,1.000,3.000,0.288,0.355,0.777,0.671,0.493,0.242,0.455,0.698,0.894,0.676
8.000,2.480,6.476,1.000,2.000,0.255,0.458,0.831,0.840,0.248,0.167,0.708,0.640,0.780,0.568
1457.000,2.000,7.000,1.000,2.000,0.274,0.467,0.797,0.860,0.256,0.152,0.808,0.317,0.917,0.635
1283.000,3.000,6.000,1.000,3.000,0.292,0.327,0.671,0.666,0.538,0.141,0.631,0.620,0.856,0.662
6082.000,3.000,6.000,1.000,2.000,0.241,0.402,0.851,0.875,0.269,0.071,0.744,0.437,0.917,0.689
5542.000,2.770,7.000,1.000,2.000,0.292,0.439,0.825,0.874,0.184,0.202,0.788,0.717,0.674,0.622
2933.000,3.000,6.000,1.000,2.000,0.278,0.421,0.809,0.842,0.233,0.056,0.751,0.679,0.886,0.608
9142.000,2.000,7.000,1.000,2.000,0.236,0.645,0.803,0.843,0.095,0.263,0.763,0.333,0.417,0.568
1839.000,2.753,6.000,1.000,2.000,0.255,0.467,0.847,0.875,0.303,0.045,0.752,0.331,0.826,0.649
3568.000,3.000,6.000,1.000,3.000,0.264,0.383,0.797,0.842,0.597,0.146,0.771,0.099,0.894,0.649
1844.000,3.000,5.000,1.000,2.000,0.269,0.523,0.819,0.897,0.388,0.030,0.847,0.724,0.909,0.703
2622.000,3.000,6.000,1.000,3.000,0.307,0.374,0.689,0.676,0.471,0.242,0.622,0.624,0.780,0.622
1170.000,3.000,6.000,1.000,2.000,0.193,0.327,0.824,0.836,0.229,0.086,0.713,0.239,0.689,0.527
5786.000,3.000,6.000,1.000,2.000,0.231,0.458,0.796,0.812,0.282,0.157,0.712,0.734,0.735,0.446
2484.000,3.000,6.000,1.000,2.000,0.231,0.430,0.868,0.857,0.385,0.146,0.678,0.233,0.742,0.554
156.000,3.000,6.000,1.000,2.000,0.259,0.449,0.867,0.898,0.251,0.066,0.765,0.240,0.765,0.554
2655.000,3.000,6.000,1.000,2.000,0.255,0.561,0.805,0.852,0.318,0.187,0.779,0.230,0.886,0.635
839.000,2.000,6.000,1.000,3.000,0.259,0.458,0.754,0.723,0.498,0.187,0.603,0.354,0.909,0.662
4266.000,3.000,6.000,1.000,2.000,0.259,0.477,0.820,0.881,0.385,0.030,0.811,0.460,0.894,0.662
5483.000,3.000,6.000,1.000,2.000,0.278,0.364,0.811,0.883,0.176,0.076,0.831,0.502,0.818,0.649
2298.000,3.000,7.000,1.000,2.000,0.255,0.523,0.818,0.860,0.182,0.101,0.772,0.293,0.598,0.432
1742.000,2.531,6.000,1.000,2.000,0.255,0.561,0.747,0.814,0.199,0.157,0.802,0.537,0.629,0.581
587.000,3.000,6.000,1.000,3.000,0.250,0.374,0.870,0.906,0.508,0.015,0.777,0.428,0.902,0.689
2556.000,3.000,6.000,1.000,2.000,0.283,0.505,0.830,0.871,0.175,0.040,0.773,0.448,0.856,0.649
1435.000,3.000,7.000,1.000,2.000,0.292,0.467,0.816,0.837,0.183,0.141,0.729,0.107,0.833,0.568
72.000,3.000,6.000,1.000,2.000,0.264,0.486,0.818,0.847,0.353,0.096,0.747,0.566,0.864,0.676
5339.000,3.000,6.000,1.000,2.000,0.297,0.486,0.878,0.895,0.403,0.040,0.737,0.485,0.712,0.595
1363.000,3.000,7.000,1.000,2.000,0.288,0.430,0.694,0.709,0.298,0.232,0.681,0.406,0.894,0.622
4059.000,2.000,7.000,1.000,2.000,0.203,0.486,0.714,0.788,0.198,0.242,0.807,0.539,0.811,0.541
639.000,2.000,6.000,1.000,2.000,0.193,0.439,0.836,0.871,0.388,0.091,0.763,0.477,0.811,0.608
2042.000,3.000,6.000,1.000,2.000,0.231,0.411,0.824,0.842,0.379,0.121,0.723,0.216,0.636,0.419
5788.000,3.000,6.000,1.000,2.000,0.255,0.458,0.754,0.842,0.372,0.035,0.848,0.565,0.902,0.676
93.000,3.000,6.000,1.000,2.000,0.245,0.393,0.889,0.899,0.318,0.081,0.727,0.610,0.727,0.649
5887.000,2.000,6.000,1.000,2.000,0.255,0.383,0.721,0.715,0.293,0.101,0.646,0.566,0.848,0.635
1720.000,2.769,6.000,1.000,2.000,0.250,0.402,0.773,0.694,0.370,0.152,0.512,0.619,0.879,0.622
5501.000,2.353,6.599,1.000,2.000,0.264,0.495,0.829,0.873,0.162,0.131,0.779,0.638,0.818,0.635
67.000,2.000,6.000,1.000,2.000,0.307,0.364,0.737,0.730,0.293,0.126,0.649,0.368,0.553,0.635
2759.000,3.000,6.000,1.000,2.000,0.212,0.551,0.856,0.905,0.391,0.086,0.799,0.860,0.758,0.459
5756.000,3.000,6.000,1.000,2.000,0.283,0.505,0.847,0.879,0.234,0.051,0.760,0.467,0.909,0.635
1250.000,2.000,7.000,1.000,2.000,0.259,0.495,0.798,0.840,0.198,0.217,0.767,0.397,0.788,0.676
1269.000,2.000,6.000,1.000,2.000,0.231,0.551,0.818,0.872,0.226,0.131,0.797,0.440,0.742,0.500
2533.000,3.000,6.000,1.000,2.000,0.283,0.383,0.705,0.753,0.387,0.157,0.751,0.818,0.848,0.689
84.000,3.000,7.000,1.000,2.000,0.259,0.729,0.899,0.944,0.346,0.116,0.803,0.589,0.795,0.608
1213.000,2.000,5.000,1.000,2.000,0.269,0.467,0.847,0.871,0.279,0.000,0.744,0.317,0.856,0.595
1832.000,2.000,7.000,1.000,0.000,0.269,0.374,0.613,0.549,0.299,0.232,0.495,0.835,0.386,0.635
1425.000,2.504,7.000,1.000,2.000,0.259,0.402,0.844,0.871,0.282,0.106,0.750,0.278,0.780,0.568
992.000,2.660,6.928,1.000,2.000,0.292,0.430,0.774,0.720,0.304,0.268,0.562,0.534,0.735,0.635
1633.000,3.000,6.000,1.000,2.000,0.278,0.467,0.809,0.857,0.246,0.066,0.782,0.426,0.833,0.581
1301.000,2.608,6.000,1.000,3.000,0.269,0.336,0.732,0.778,0.447,0.096,0.755,0.276,0.712,0.649
3007.000,3.000,6.000,1.000,2.000,0.198,0.439,0.812,0.870,0.200,0.081,0.803,0.240,0.803,0.622
1410.000,3.000,6.000,1.000,3.000,0.222,0.411,0.851,0.884,0.503,0.071,0.765,0.499,0.765,0.568
1634.000,3.000,7.000,1.000,2.000,0.231,0.542,0.806,0.840,0.317,0.101,0.752,0.546,0.614,0.568
1239.000,3.000,5.920,1.000,2.000,0.236,0.458,0.875,0.923,0.428,0.066,0.802,0.369,0.909,0.622
1490.000,3.000,7.000,1.000,2.000,0.283,0.449,0.831,0.861,0.183,0.157,0.750,0.470,0.773,0.622
557.000,2.801,6.000,1.000,0.000,0.217,0.374,0.695,0.712,0.333,0.207,0.685,0.639,0.629,0.514
5045.000,2.000,6.000,1.000,2.000,0.264,0.355,0.830,0.850,0.377,0.015,0.730,0.031,0.591,0.635
2708.000,3.000,6.000,1.000,2.000,0.269,0.430,0.826,0.830,0.375,0.116,0.696,0.512,0.939,0.649
2663.000,3.000,6.000,1.000,2.000,0.259,0.458,0.810,0.794,0.395,0.081,0.650,0.409,0.924,0.649
4333.000,3.000,6.000,1.000,0.000,0.307,0.336,0.667,0.644,0.272,0.323,0.594,0.631,0.871,0.662
47.000,3.000,6.347,1.000,2.000,0.241,0.467,0.809,0.856,0.263,0.071,0.780,0.370,0.886,0.595
1555.000,3.000,6.000,1.000,3.000,0.311,0.383,0.752,0.795,0.509,0.172,0.755,0.756,0.720,0.459
1185.000,3.000,6.000,1.000,3.000,0.241,0.486,0.860,0.913,0.508,0.071,0.807,0.389,0.894,0.635
196.000,3.000,7.000,1.000,2.000,0.259,0.551,0.837,0.877,0.211,0.167,0.773,0.277,0.879,0.649
1488.000,2.732,5.000,1.000,2.000,0.259,0.439,0.808,0.849,0.428,0.071,0.767,0.549,0.720,0.595
1359.000,3.000,7.000,1.000,2.000,0.311,0.551,0.830,0.895,0.231,0.056,0.822,0.385,0.886,0.662
1113.000,2.000,6.000,1.000,2.000,0.283,0.486,0.797,0.838,0.409,0.040,0.763,0.448,0.924,0.676
1300.000,2.000,6.000,1.000,2.000,0.217,0.523,0.759,0.786,0.268,0.131,0.723,0.421,0.659,0.514
545.000,2.587,7.000,1.000,2.000,0.259,0.710,0.824,0.840,0.327,0.126,0.721,0.522,0.811,0.608
4194.000,2.000,6.000,1.000,2.000,0.278,0.551,0.798,0.857,0.206,0.116,0.802,0.442,0.909,0.649
1398.000,2.734,6.000,1.000,2.000,0.236,0.551,0.845,0.872,0.287,0.010,0.749,0.698,0.879,0.608
1512.000,2.000,6.000,1.000,2.000,0.241,0.439,0.845,0.882,0.335,0.056,0.770,0.367,0.674,0.581
1544.000,3.000,7.000,1.000,2.000,0.307,0.421,0.681,0.702,0.263,0.283,0.689,0.455,0.902,0.608
1244.000,2.710,6.000,1.000,2.000,0.259,0.402,0.812,0.805,0.371,0.157,0.669,0.254,0.864,0.635
9948.000,2.000,6.000,1.000,2.000,0.269,0.486,0.774,0.815,0.235,0.152,0.758,0.402,0.871,0.662
4796.000,2.582,6.000,1.000,2.000,0.255,0.421,0.802,0.848,0.166,0.081,0.775,0.332,0.811,0.554
1859.000,3.000,7.000,1.000,2.000,0.226,0.495,0.773,0.826,0.177,0.141,0.782,0.778,0.848,0.568
2463.000,3.000,6.000,1.000,2.000,0.302,0.299,0.774,0.749,0.225,0.116,0.622,0.449,0.758,0.676
2773.000,3.000,6.446,1.000,2.000,0.269,0.579,0.799,0.829,0.173,0.121,0.742,0.234,0.818,0.541
148.000,3.000,6.000,1.000,2.000,0.288,0.477,0.822,0.864,0.336,0.076,0.772,0.441,0.818,0.554
1244.000,2.000,7.000,1.000,0.000,0.302,0.486,0.627,0.596,0.190,0.293,0.566,0.522,0.841,0.635
4155.000,3.000,6.000,1.000,3.000,0.292,0.327,0.803,0.821,0.635,0.116,0.720,0.448,0.932,0.676
1127.000,2.504,6.000,1.000,2.000,0.269,0.430,0.797,0.856,0.284,0.066,0.801,0.607,0.773,0.649
859.000,2.000,7.000,1.000,3.000,0.283,0.393,0.825,0.804,0.531,0.141,0.646,0.330,0.902,0.635
3198.000,3.000,6.000,1.000,2.000,0.292,0.346,0.889,0.908,0.432,0.071,0.745,0.544,0.848,0.595
1873.000,2.558,6.000,1.000,2.000,0.307,0.514,0.816,0.867,0.316,0.066,0.791,0.536,0.848,0.662
1280.000,2.811,6.000,1.000,2.000,0.269,0.458,0.794,0.839,0.235,0.091,0.772,0.484,0.705,0.419
2792.000,3.000,6.000,1.000,2.000,0.198,0.449,0.825,0.860,0.220,0.101,0.760,0.562,0.803,0.527
2081.000,3.000,5.633,1.000,2.000,0.302,0.393,0.754,0.807,0.316,0.056,0.775,0.457,0.758,0.622
1867.000,3.000,6.000,1.000,2.000,0.250,0.430,0.817,0.776,0.222,0.222,0.602,0.618,0.864,0.662
1597.000,3.000,6.000,1.000,2.000,0.321,0.393,0.703,0.726,0.361,0.157,0.699,0.513,0.833,0.622
1213.000,3.000,7.000,1.000,2.000,0.259,0.458,0.829,0.859,0.213,0.116,0.750,0.345,0.735,0.649
481.000,2.000,5.910,1.000,2.000,0.250,0.579,0.780,0.848,0.266,0.101,0.814,0.858,0.848,0.689
1641.000,3.000,5.000,1.000,3.000,0.292,0.411,0.689,0.650,0.468,0.136,0.569,0.657,0.886,0.662
1444.000,3.000,6.000,1.000,0.000,0.292,0.364,0.666,0.681,0.271,0.212,0.671,0.912,0.742,0.541
3534.000,3.000,6.000,1.000,2.000,0.274,0.467,0.833,0.868,0.365,0.061,0.763,0.319,0.932,0.676
2332.000,3.000,7.000,1.000,2.000,0.203,0.514,0.819,0.861,0.218,0.116,0.772,0.579,0.795,0.527
7098.000,2.000,6.000,1.000,2.000,0.297,0.364,0.760,0.738,0.258,0.096,0.625,0.424,0.720,0.446
1011.000,2.492,7.000,1.000,2.000,0.250,0.439,0.847,0.897,0.382,0.116,0.796,0.407,0.674,0.662
3962.000,3.000,6.034,1.000,2.000,0.274,0.430,0.847,0.886,0.372,0.010,0.774,0.518,0.750,0.649
1606.000,2.000,6.000,1.000,2.000,0.259,0.449,0.776,0.806,0.166,0.106,0.736,0.685,0.833,0.622
5917.000,3.000,6.000,1.000,2.000,0.269,0.514,0.889,0.904,0.228,0.056,0.737,0.634,0.682,0.514
1371.000,3.000,6.000,1.000,3.000,0.283,0.374,0.798,0.831,0.438,0.005,0.749,0.393,0.924,0.703
